Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Pilus Cloelius,29,21,Thrace,182,97,Secutor,5,1,Novice,Dagger,Low,Basic,0.541013211,Low,5.784563672,Poor,Intermediate,Moderate,6,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Fulvius Julius,24,26,Rome,197,69,Hoplomachus,10,3,Strength,Dagger,High,Superior,0.737168953,Low,7.648771023,Excellent,Advanced,Strong,13,Stoic,Excellent,Glory,Soldier,High,Aggressive,High,Flamboyant,TRUE
Aulus Titus,26,24,Greece,183,84,Retiarius,7,1,Tactics,Trident,Low,Basic,0.715466532,Low,2.773587119,Poor,Advanced,Strong,8,Fearful,Excellent,Glory,Entertainer,Low,Balanced,Medium,Humble,FALSE
Murena Minicius,22,28,Rome,205,95,Thraex,5,1,Speed,Dagger,High,Superior,0.565290731,Low,9.966754526,Excellent,Expert,Strong,6,Stoic,Excellent,Survival,Soldier,Medium,Aggressive,High,Charismatic,TRUE
Nautius Ostorius,44,6,Thrace,173,80,Retiarius,8,4,Novice,Net,Medium,Standard,0.474063702,Low,1.3901905,Adequate,Basic,Moderate,12,Aggressive,Good,Survival,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Considius Gabinius,27,23,Numidia,178,40,Hoplomachus,11,3,Novice,Dagger,Low,Basic,0.744276742,High,1.057385539,Poor,Basic,Strong,14,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,High,Charismatic,TRUE
Appius Ennius,44,6,Thrace,170,84,Secutor,4,1,Novice,Dagger,Medium,Standard,0.489024897,Low,3.938089969,Adequate,Basic,Moderate,5,Aggressive,Good,Freedom,Entertainer,Medium,Aggressive,Medium,Humble,TRUE
Caelius Mamilius,36,14,Thrace,176,83,Retiarius,11,4,Novice,Trident,Low,Basic,0.691744953,Low,3.696831765,Poor,Basic,Moderate,15,Aggressive,Good,Freedom,Unemployed,Medium,Balanced,Low,Humble,TRUE
Acilius Cispius,21,29,Numidia,163,83,Hoplomachus,3,0,Tactics,Spear,Medium,Standard,0.489030601,Low,10.13110484,Adequate,Advanced,Moderate,3,Aggressive,Excellent,Survival,Soldier,Medium,Aggressive,Medium,Humble,FALSE
Pasidienus Sextus,23,27,Numidia,167,80,Provocator,4,0,Endurance,Dagger,Medium,Standard,0.483115299,Low,2.931909941,Adequate,Expert,Moderate,4,Stoic,Excellent,Wealth,Criminal,High,Aggressive,Medium,Charismatic,TRUE
Betilienus Valerius,42,8,Gaul,174,51,Hoplomachus,4,1,Novice,Dagger,Low,Basic,0.59863599,Low,10.56782283,Poor,Basic,Moderate,5,Stoic,Good,Glory,Entertainer,Medium,Balanced,Low,Humble,TRUE
Pettius Sextius,21,29,Rome,183,103,Secutor,4,0,Strength,Gladius (Sword),High,Superior,0.570531972,Low,7.27894263,Excellent,Expert,Strong,4,Stoic,Excellent,Vengeance,Laborer,Low,Balanced,Low,Intimidating,TRUE
Aulus Curtius,25,25,Germania,171,91,Murmillo,10,2,Novice,Gladius (Sword),High,Superior,0.997945425,Low,4.571627743,Excellent,Intermediate,Strong,12,Aggressive,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Flamboyant,TRUE
Festinius Hordeonius,44,6,Thrace,175,85,Murmillo,10,3,Novice,Dagger,Medium,Standard,0.726523982,Low,4.298023709,Adequate,Basic,Strong,13,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Percennius Murena,35,15,Thrace,171,90,Hoplomachus,12,2,Novice,Spear,Low,Basic,0.935389196,Low,3.732554313,Poor,Intermediate,Strong,14,Fearful,Excellent,Wealth,Unemployed,Medium,Balanced,High,Flamboyant,TRUE
Palpellius Maecilius,22,28,Numidia,180,87,Retiarius,7,1,Strength,Trident,High,Superior,0.65541027,Low,2.99270744,Excellent,Expert,Strong,8,Stoic,Excellent,Freedom,Criminal,Medium,Balanced,Low,Intimidating,TRUE
Gabinius Longinius,33,17,Gaul,174,80,Retiarius,4,0,Novice,Trident,Low,Basic,0.605055015,Low,5.850090834,Poor,Basic,Moderate,4,Stoic,Excellent,Wealth,Entertainer,Medium,Aggressive,Medium,Charismatic,TRUE
Orestius Ollius,28,22,Numidia,195,80,Hoplomachus,5,2,Strength,Spear,Medium,Standard,0.515059219,Low,3.607408418,Adequate,Advanced,Moderate,7,Fearful,Excellent,Survival,Unemployed,Low,Aggressive,Medium,Intimidating,TRUE
Sempronius Atilius,25,25,Thrace,178,102,Murmillo,7,1,Agility,Dagger,Medium,Standard,0.675446443,High,4.748539134,Adequate,Advanced,Moderate,8,Aggressive,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,TRUE
Gaius Numicius,25,25,Numidia,178,73,Murmillo,7,2,Novice,Gladius (Sword),Medium,Standard,0.631317851,Low,5.258055232,Adequate,Basic,Moderate,9,Calculative,Excellent,Freedom,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Iuventius Pettius,40,10,Gaul,172,64,Thraex,12,2,Novice,Sica (Curved Sword),Medium,Standard,0.86659313,Low,6.102964069,Adequate,Intermediate,Strong,14,Fearful,Good,Survival,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Numonius Granius,45,5,Numidia,159,89,Murmillo,12,2,Novice,Dagger,Low,Basic,0.925398325,High,1.003359407,Poor,Basic,Strong,14,Aggressive,Fair,Glory,Entertainer,Medium,Aggressive,High,Intimidating,TRUE
Sextus Cantilius,25,25,Thrace,191,115,Murmillo,6,2,Novice,Dagger,High,Superior,0.554941416,Low,6.897803329,Excellent,Basic,Strong,8,Fearful,Excellent,Survival,Criminal,Low,Balanced,High,Charismatic,TRUE
Duronius Junius,20,30,Greece,171,81,Murmillo,10,5,Speed,Gladius (Sword),Low,Basic,0.710356165,High,4.755269633,Poor,Expert,Strong,15,Aggressive,Excellent,Survival,Laborer,High,Balanced,Medium,Flamboyant,TRUE
Didius Nasennius,25,25,Greece,188,77,Murmillo,7,1,Novice,Gladius (Sword),High,Superior,0.818470575,Low,5.394016743,Excellent,Intermediate,Strong,8,Stoic,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Fidenas Ennius,27,23,Rome,185,96,Thraex,9,2,Strength,Sica (Curved Sword),Low,Basic,0.817738985,High,3.426298414,Poor,Advanced,Strong,11,Fearful,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Sextus Licinius,30,20,Thrace,167,93,Murmillo,6,1,Novice,Dagger,Medium,Standard,0.550428785,Low,4.955856313,Adequate,Intermediate,Moderate,7,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Matienus Pettius,37,13,Numidia,165,108,Secutor,7,0,Novice,Dagger,High,Superior,0.662255708,Low,4.595072602,Excellent,Basic,Strong,7,Calculative,Excellent,Freedom,Laborer,Medium,Aggressive,High,Charismatic,TRUE
Icilius Duronius,33,17,Rome,170,88,Retiarius,9,2,Novice,Net,High,Superior,0.651828102,Low,7.86449075,Excellent,Intermediate,Strong,11,Calculative,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Valerius Messalla,38,12,Germania,169,91,Retiarius,10,2,Speed,Trident,Medium,Standard,0.763314511,Low,7.250117274,Adequate,Expert,Strong,12,Stoic,Good,Wealth,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Perperna Tarquinius,21,29,Numidia,168,94,Thraex,8,0,Endurance,Dagger,Low,Basic,0.771856633,Low,4.525182502,Poor,Expert,Strong,8,Fearful,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,TRUE
Aquillius Decentius,29,21,Germania,190,68,Thraex,7,1,Speed,Sica (Curved Sword),Low,Basic,0.616443983,Low,4.833118191,Poor,Advanced,Moderate,8,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Low,Humble,TRUE
Maecenas Mucius,23,27,Rome,181,66,Provocator,2,0,Speed,Dagger,High,Superior,0.408679117,Low,5.328651248,Excellent,Expert,Strong,2,Calculative,Excellent,Glory,Soldier,Medium,Aggressive,Medium,Humble,FALSE
Julius Mucius,32,18,Greece,171,47,Murmillo,8,1,Strength,Dagger,Medium,Standard,0.742026787,Low,3.348914918,Adequate,Expert,Strong,9,Calculative,Excellent,Survival,Laborer,Medium,Balanced,High,Flamboyant,TRUE
Oppius Geminius,26,24,Germania,169,60,Thraex,1,0,Endurance,Sica (Curved Sword),High,Superior,0.450960665,Low,3.627739999,Excellent,Expert,Strong,1,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Medium,Charismatic,FALSE
Cocceius Afranius,20,30,Germania,171,85,Murmillo,12,1,Endurance,Gladius (Sword),Low,Basic,0.955739254,Low,9.615878738,Poor,Advanced,Strong,13,Fearful,Excellent,Vengeance,Soldier,Medium,Aggressive,Medium,Charismatic,TRUE
Icilius Acilius,42,8,Gaul,189,63,Retiarius,7,1,Novice,Net,Medium,Standard,0.781175507,Low,6.165336528,Adequate,Basic,Strong,8,Stoic,Good,Survival,Laborer,Medium,Balanced,Low,Humble,TRUE
Sempronius Antonius,26,24,Gaul,183,105,Murmillo,6,2,Speed,Dagger,Low,Basic,0.591650356,Low,7.886079371,Poor,Advanced,Moderate,8,Stoic,Excellent,Vengeance,Unemployed,Low,Aggressive,Medium,Intimidating,TRUE
Orestius Gaius,33,17,Thrace,166,79,Provocator,5,0,Endurance,Gladius (Sword),Medium,Standard,0.694480254,Low,6.124131708,Adequate,Expert,Moderate,5,Stoic,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Didius Antonius,40,10,Thrace,190,56,Hoplomachus,11,5,Novice,Dagger,Medium,Standard,0.794759194,High,3.150749573,Adequate,Basic,Strong,16,Calculative,Fair,Freedom,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Musonius Orestius,21,29,Numidia,158,78,Hoplomachus,2,1,Agility,Dagger,Low,Basic,0.462551917,Low,3.604335361,Poor,Expert,Moderate,3,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,FALSE
Aulus Furius,34,16,Gaul,195,97,Thraex,10,1,Novice,Sica (Curved Sword),Medium,Standard,0.958776759,Low,1.729580646,Adequate,Intermediate,Strong,11,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Low,Charismatic,TRUE
Lartius Genucius,37,13,Numidia,182,69,Secutor,11,0,Novice,Gladius (Sword),Medium,Standard,0.96594249,High,4.553387632,Adequate,Basic,Strong,11,Stoic,Fair,Wealth,Criminal,Medium,Aggressive,Low,Charismatic,TRUE
Numerius Mamilius,31,19,Rome,183,100,Thraex,9,2,Novice,Dagger,Medium,Standard,0.672487368,Low,2.886092603,Adequate,Basic,Moderate,11,Calculative,Excellent,Wealth,Unemployed,Medium,Balanced,Low,Humble,TRUE
Maecenas Marius,44,6,Germania,168,83,Provocator,14,1,Novice,Gladius (Sword),Medium,Standard,0.83856118,High,2.996415093,Adequate,Basic,Strong,15,Calculative,Fair,Wealth,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Atilius Laberius,22,28,Gaul,172,57,Retiarius,8,1,Tactics,Net,High,Superior,0.732973023,Low,4.339105828,Excellent,Advanced,Strong,9,Aggressive,Excellent,Survival,Laborer,High,Balanced,Medium,Flamboyant,TRUE
Festinius Lamponius,20,30,Thrace,172,71,Hoplomachus,8,4,Speed,Dagger,High,Superior,0.540941383,Low,5.055352564,Excellent,Advanced,Strong,12,Aggressive,Excellent,Freedom,Criminal,High,Aggressive,High,Intimidating,TRUE
Geminius Duronius,23,27,Gaul,179,104,Secutor,4,0,Speed,Gladius (Sword),High,Superior,0.548160105,Low,3.595811304,Excellent,Expert,Strong,4,Calculative,Excellent,Survival,Unemployed,High,Balanced,Medium,Intimidating,TRUE
Hostilius Acilius,21,29,Gaul,174,70,Retiarius,3,0,Novice,Net,High,Superior,0.53529928,Low,4.87076334,Excellent,Intermediate,Strong,3,Aggressive,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Gaius Aulus,23,27,Thrace,185,110,Murmillo,6,4,Novice,Dagger,High,Superior,0.568236342,Low,6.558085727,Excellent,Intermediate,Strong,10,Stoic,Excellent,Glory,Laborer,Low,Aggressive,High,Charismatic,TRUE
Hirrus Gracchus,40,10,Thrace,174,33,Retiarius,9,5,Novice,Trident,High,Superior,0.582671838,Low,5.795847765,Excellent,Basic,Strong,14,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Charismatic,TRUE
Publius Herennius,40,10,Gaul,171,89,Provocator,11,3,Novice,Gladius (Sword),Medium,Standard,0.717262481,Low,2.551019497,Adequate,Basic,Strong,14,Fearful,Good,Wealth,Laborer,Medium,Aggressive,Medium,Flamboyant,TRUE
Cinna Fabius,39,11,Numidia,172,77,Secutor,14,4,Novice,Gladius (Sword),Medium,Standard,0.789436221,Low,4.004027105,Adequate,Intermediate,Strong,18,Stoic,Good,Glory,Laborer,Medium,Balanced,Medium,Charismatic,TRUE
Fidenas Granius,37,13,Numidia,168,70,Murmillo,8,0,Novice,Dagger,High,Superior,0.733856766,Low,6.65863807,Excellent,Basic,Strong,8,Aggressive,Excellent,Survival,Criminal,Medium,Balanced,High,Charismatic,TRUE
Aulus Titus,38,12,Thrace,164,121,Murmillo,4,1,Novice,Dagger,Low,Basic,0.507586935,Low,4.500525683,Poor,Basic,Moderate,5,Calculative,Good,Glory,Criminal,Medium,Balanced,Low,Intimidating,TRUE
Festinius Pettius,27,23,Greece,170,75,Murmillo,8,2,Agility,Gladius (Sword),Medium,Standard,0.699128202,Low,5.147869138,Adequate,Advanced,Moderate,10,Calculative,Excellent,Glory,Criminal,Medium,Defensive,Low,Intimidating,TRUE
Titus Fulvius,31,19,Rome,169,104,Murmillo,7,1,Tactics,Dagger,Medium,Standard,0.735330253,Low,0.980919634,Adequate,Expert,Strong,8,Aggressive,Excellent,Glory,Entertainer,Medium,Defensive,Medium,Humble,TRUE
Cispius Balbus,25,25,Numidia,166,100,Secutor,8,1,Strength,Dagger,High,Superior,0.786353009,Low,6.004402475,Excellent,Advanced,Strong,9,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Flamboyant,TRUE
Foslius Atilius,24,26,Thrace,193,90,Provocator,8,1,Novice,Gladius (Sword),Medium,Standard,0.793940238,Low,4.599363659,Adequate,Intermediate,Strong,9,Calculative,Excellent,Freedom,Entertainer,High,Balanced,Low,Intimidating,TRUE
Matinius Aulus,29,21,Gaul,177,90,Hoplomachus,7,3,Tactics,Dagger,High,Superior,0.58570265,High,4.430828836,Excellent,Advanced,Strong,10,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,High,Humble,TRUE
Calpurnius Ninnius,24,26,Greece,170,84,Hoplomachus,7,4,Speed,Dagger,Medium,Standard,0.551117555,Low,4.643364747,Adequate,Expert,Moderate,11,Calculative,Excellent,Wealth,Soldier,Medium,Balanced,Low,Charismatic,TRUE
Octavenus Octavenus,35,15,Gaul,167,69,Provocator,8,2,Novice,Gladius (Sword),High,Superior,0.689226823,Low,5.86200684,Excellent,Intermediate,Strong,10,Calculative,Excellent,Survival,Unemployed,Low,Balanced,High,Humble,TRUE
Laronius Iuventius,22,28,Germania,174,91,Murmillo,3,0,Speed,Gladius (Sword),Low,Basic,0.534921274,Low,4.797519645,Poor,Expert,Moderate,3,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Low,Humble,TRUE
Fabius Atilius,35,15,Rome,168,66,Retiarius,16,1,Novice,Net,Low,Basic,0.956649296,Low,6.570537399,Poor,Basic,Strong,17,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Nasennius Mescinius,37,13,Germania,175,108,Hoplomachus,7,0,Novice,Dagger,Low,Basic,0.786817771,Low,1.453175161,Poor,Intermediate,Strong,7,Stoic,Good,Vengeance,Laborer,Low,Aggressive,Medium,Flamboyant,TRUE
Valerius Musonius,27,23,Greece,178,82,Murmillo,10,5,Endurance,Gladius (Sword),High,Superior,0.656165285,Low,3.934145842,Excellent,Expert,Strong,15,Fearful,Excellent,Freedom,Criminal,Low,Balanced,High,Intimidating,TRUE
Licinius Cinna,23,27,Thrace,184,63,Hoplomachus,4,1,Agility,Dagger,High,Superior,0.606153807,Low,5.315569541,Excellent,Advanced,Strong,5,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Furius Hortensius,32,18,Rome,180,62,Retiarius,7,2,Strength,Trident,Medium,Standard,0.683084214,High,4.191715385,Adequate,Advanced,Moderate,9,Stoic,Good,Wealth,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Oppius Terentius,42,8,Germania,183,101,Retiarius,6,2,Novice,Trident,Low,Basic,0.670921088,Low,3.362134058,Poor,Basic,Moderate,8,Fearful,Good,Vengeance,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
Orchius Vibius,43,7,Numidia,171,75,Retiarius,8,2,Novice,Net,Low,Basic,0.677640622,Low,5.795440182,Poor,Basic,Moderate,10,Stoic,Good,Wealth,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Blaesus Valerius,40,10,Gaul,187,75,Murmillo,7,2,Novice,Dagger,High,Superior,0.665354025,Low,5.498193657,Excellent,Basic,Strong,9,Stoic,Excellent,Vengeance,Entertainer,Low,Balanced,High,Intimidating,TRUE
Modius Munatius,42,8,Numidia,186,84,Hoplomachus,13,8,Novice,Dagger,Low,Basic,0.693575555,High,3.041774003,Poor,Basic,Moderate,21,Aggressive,Fair,Glory,Laborer,Medium,Balanced,Medium,Humble,TRUE
Geminius Valerius,26,24,Germania,179,72,Retiarius,3,0,Novice,Trident,High,Superior,0.596868626,Low,8.1007839,Excellent,Intermediate,Strong,3,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Afranius Cilnius,34,16,Numidia,169,82,Hoplomachus,8,4,Endurance,Dagger,Low,Basic,0.67624301,Low,5.833281249,Poor,Advanced,Moderate,12,Calculative,Excellent,Wealth,Criminal,Low,Aggressive,Medium,Intimidating,TRUE
Fannius Fidenas,37,13,Greece,176,115,Murmillo,5,0,Novice,Gladius (Sword),High,Superior,0.549614589,Low,4.49546635,Excellent,Intermediate,Strong,5,Stoic,Excellent,Glory,Criminal,Medium,Balanced,High,Intimidating,TRUE
Considius Cispius,19,31,Greece,180,78,Retiarius,8,1,Novice,Net,High,Superior,0.736310882,High,5.820250253,Excellent,Intermediate,Strong,9,Stoic,Excellent,Survival,Soldier,Medium,Aggressive,High,Intimidating,TRUE
Marius Didius,34,16,Numidia,184,67,Provocator,8,1,Speed,Dagger,High,Superior,0.672075391,Low,4.805564467,Excellent,Expert,Strong,9,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,High,Intimidating,TRUE
Considius Nasidienus,19,31,Gaul,167,103,Murmillo,4,0,Novice,Gladius (Sword),Medium,Standard,0.602493637,Low,8.554341498,Adequate,Basic,Moderate,4,Calculative,Excellent,Vengeance,Soldier,Medium,Aggressive,Medium,Humble,TRUE
Numitorius Gaius,30,20,Germania,161,101,Secutor,8,4,Tactics,Gladius (Sword),Medium,Standard,0.556137242,Low,2.332423768,Adequate,Advanced,Moderate,12,Calculative,Excellent,Glory,Unemployed,Medium,Defensive,Low,Charismatic,TRUE
Iuventius Mallius,20,30,Rome,171,63,Thraex,4,0,Novice,Dagger,Medium,Standard,0.598736348,Low,8.516934615,Adequate,Intermediate,Moderate,4,Calculative,Excellent,Wealth,Criminal,High,Balanced,Medium,Charismatic,TRUE
Oppius Norbanus,35,15,Gaul,190,81,Secutor,10,3,Novice,Gladius (Sword),Low,Basic,0.718946284,Low,1.76031753,Poor,Basic,Strong,13,Aggressive,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,TRUE
Fundanus Numerius,38,12,Numidia,194,101,Hoplomachus,8,3,Novice,Spear,High,Superior,0.603910025,Low,4.427574895,Excellent,Intermediate,Strong,11,Calculative,Excellent,Glory,Laborer,Low,Balanced,High,Intimidating,TRUE
Fannius Junius,37,13,Thrace,180,68,Hoplomachus,12,0,Tactics,Spear,High,Superior,1.011489061,Low,1.05743571,Excellent,Advanced,Strong,12,Aggressive,Excellent,Glory,Criminal,Low,Balanced,Medium,Charismatic,TRUE
Publius Cordius,19,31,Thrace,170,81,Provocator,6,2,Strength,Dagger,Medium,Standard,0.554612281,High,2.898036969,Adequate,Expert,Moderate,8,Aggressive,Excellent,Freedom,Soldier,High,Balanced,Medium,Charismatic,FALSE
Mescinius Numonius,42,8,Greece,154,42,Thraex,14,0,Novice,Sica (Curved Sword),High,Superior,0.976203732,High,1.993876474,Excellent,Basic,Strong,14,Calculative,Fair,Vengeance,Laborer,Medium,Aggressive,High,Charismatic,TRUE
Caecilius Mamilius,35,15,Greece,167,41,Retiarius,7,2,Novice,Net,Low,Basic,0.582383964,Low,4.442540624,Poor,Intermediate,Moderate,9,Calculative,Excellent,Glory,Entertainer,Low,Aggressive,Medium,Intimidating,TRUE
Junius Antonius,43,7,Numidia,190,65,Provocator,16,3,Novice,Dagger,Medium,Standard,0.859831216,High,6.192514816,Adequate,Basic,Strong,19,Fearful,Fair,Freedom,Laborer,Medium,Aggressive,Medium,Flamboyant,TRUE
Afranius Baebius,37,13,Germania,172,51,Retiarius,5,0,Novice,Net,Low,Basic,0.638372357,Low,1.117806307,Poor,Basic,Moderate,5,Stoic,Good,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Claudius Cornelius,23,27,Gaul,173,126,Hoplomachus,5,2,Novice,Spear,Low,Basic,0.613938796,Low,6.230035175,Poor,Basic,Moderate,7,Calculative,Excellent,Survival,Soldier,Medium,Aggressive,Low,Humble,TRUE
Ennius Curtius,33,17,Germania,175,81,Hoplomachus,7,0,Strength,Spear,Medium,Standard,0.733805756,Low,4.608933279,Adequate,Advanced,Strong,7,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Novellius Egnatius,45,5,Numidia,190,78,Hoplomachus,6,0,Novice,Dagger,High,Superior,0.712420324,Low,6.232199704,Excellent,Basic,Strong,6,Stoic,Good,Survival,Laborer,Medium,Balanced,High,Humble,TRUE
Balbus Calpurnius,29,21,Gaul,186,76,Hoplomachus,12,1,Agility,Dagger,Medium,Standard,0.911978908,High,1.967163567,Adequate,Expert,Strong,13,Calculative,Good,Freedom,Unemployed,Medium,Aggressive,Medium,Flamboyant,TRUE
Petreius Ofilius,41,9,Gaul,189,92,Thraex,8,2,Novice,Sica (Curved Sword),Low,Basic,0.718958678,Low,2.904461753,Poor,Basic,Strong,10,Aggressive,Good,Freedom,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Fidius Laetorius,40,10,Rome,186,63,Thraex,12,5,Novice,Dagger,High,Superior,0.873814081,Low,4.179074639,Excellent,Basic,Strong,17,Fearful,Excellent,Vengeance,Entertainer,Medium,Balanced,High,Intimidating,TRUE
Julius Minicius,18,32,Numidia,167,67,Provocator,2,0,Novice,Dagger,Medium,Standard,0.519249094,High,6.140912546,Adequate,Intermediate,Moderate,2,Stoic,Excellent,Glory,Soldier,High,Balanced,Medium,Charismatic,FALSE
Iuventius Blaesus,36,14,Germania,178,93,Secutor,12,8,Novice,Dagger,Medium,Standard,0.600645834,High,5.105816518,Adequate,Basic,Moderate,20,Stoic,Good,Vengeance,Entertainer,Medium,Aggressive,Medium,Humble,TRUE
Aulus Lacerius,43,7,Gaul,199,78,Provocator,10,2,Novice,Dagger,High,Superior,0.882683423,Low,5.201309122,Excellent,Basic,Strong,12,Fearful,Good,Glory,Laborer,Low,Aggressive,Medium,Intimidating,TRUE
Memmius Nigidius,18,32,Numidia,194,83,Secutor,8,3,Speed,Gladius (Sword),Low,Basic,0.622917688,Low,5.726815404,Poor,Advanced,Moderate,11,Fearful,Excellent,Freedom,Entertainer,Medium,Defensive,Medium,Humble,TRUE
Pilus Novellius,36,14,Gaul,183,102,Hoplomachus,3,2,Novice,Dagger,Low,Basic,0.402274489,Low,3.447112652,Poor,Basic,Moderate,5,Aggressive,Good,Survival,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Hirrus Calventius,24,26,Thrace,179,81,Hoplomachus,6,1,Novice,Dagger,High,Superior,0.664950228,Low,9.619407188,Excellent,Intermediate,Strong,7,Fearful,Excellent,Survival,Laborer,Low,Balanced,Medium,Humble,TRUE
Gaius Pilus,32,18,Gaul,165,95,Hoplomachus,9,4,Tactics,Spear,Low,Basic,0.619982308,Low,6.063201805,Poor,Expert,Moderate,13,Fearful,Excellent,Survival,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Afranius Laetorius,37,13,Greece,144,73,Provocator,5,2,Novice,Dagger,Medium,Standard,0.537699727,Low,2.511738697,Adequate,Basic,Moderate,7,Fearful,Good,Vengeance,Criminal,Low,Balanced,Medium,Humble,TRUE
Pedius Gracchus,33,17,Rome,173,88,Hoplomachus,10,3,Strength,Spear,High,Superior,0.690091533,Low,1.656650124,Excellent,Advanced,Strong,13,Calculative,Excellent,Vengeance,Unemployed,Medium,Balanced,Low,Intimidating,TRUE
